class,stop_id,filename,success,reason,candidate_count,score,area_ratio,aspect_ratio,rectangularity,white_ratio,dark_ring_ratio,output_path
busy_6,stop_012,0055.jpg,True,,2,9.886826,0.087596,1.417323,0.886114,0.743267,0.063231,results/rectified_dataset/images/busy_6/stop_012/0055.jpg
busy_6,stop_012,0056.jpg,True,,2,9.894424,0.087404,1.420980,0.884171,0.747017,0.061607,results/rectified_dataset/images/busy_6/stop_012/0056.jpg
busy_6,stop_012,0057.jpg,True,,2,9.896706,0.087616,1.427619,0.882071,0.746136,0.054343,results/rectified_dataset/images/busy_6/stop_012/0057.jpg
busy_6,stop_012,0058.jpg,True,,2,9.912546,0.088062,1.424577,0.890823,0.747599,0.060106,results/rectified_dataset/images/busy_6/stop_012/0058.jpg
busy_6,stop_012,0059.jpg,True,,2,9.920358,0.087371,1.424406,0.888111,0.753111,0.063312,results/rectified_dataset/images/busy_6/stop_012/0059.jpg
busy_7,stop_001,0000.jpg,True,,2,9.962141,0.061707,1.415201,0.911640,0.753864,0.074513,results/rectified_dataset/images/busy_7/stop_001/0000.jpg
busy_7,stop_001,0001.jpg,True,,2,9.936839,0.061678,1.417150,0.906121,0.752926,0.063920,results/rectified_dataset/images/busy_7/stop_001/0001.jpg
busy_7,stop_001,0002.jpg,True,,2,10.007200,0.061903,1.425233,0.909205,0.752457,0.085593,results/rectified_dataset/images/busy_7/stop_001/0002.jpg
busy_7,stop_001,0003.jpg,True,,2,9.906233,0.062201,1.397205,0.919087,0.753651,0.066843,results/rectified_dataset/images/busy_7/stop_001/0003.jpg
busy_7,stop_001,0004.jpg,True,,2,9.964471,0.062171,1.413208,0.918712,0.756577,0.071185,results/rectified_dataset/images/busy_7/stop_001/0004.jpg
busy_7,stop_002,0005.jpg,True,,2,9.957348,0.079232,1.417934,0.907999,0.745099,0.077516,results/rectified_dataset/images/busy_7/stop_002/0005.jpg
busy_7,stop_002,0006.jpg,True,,1,10.018032,0.079342,1.434717,0.900141,0.750028,0.086080,results/rectified_dataset/images/busy_7/stop_002/0006.jpg
busy_7,stop_002,0007.jpg,True,,1,9.890293,0.079176,1.412727,0.901562,0.741264,0.059131,results/rectified_dataset/images/busy_7/stop_002/0007.jpg
busy_7,stop_002,0008.jpg,True,,1,9.892726,0.079535,1.412453,0.906582,0.740227,0.057752,results/rectified_dataset/images/busy_7/stop_002/0008.jpg
busy_7,stop_002,0009.jpg,True,,1,9.900501,0.079277,1.416494,0.898506,0.744276,0.058888,results/rectified_dataset/images/busy_7/stop_002/0009.jpg
busy_7,stop_003,0010.jpg,True,,2,9.899304,0.079212,1.416178,0.898201,0.743409,0.059619,results/rectified_dataset/images/busy_7/stop_003/0010.jpg
busy_7,stop_003,0011.jpg,True,,2,9.883121,0.079583,1.399993,0.902194,0.740625,0.073742,results/rectified_dataset/images/busy_7/stop_003/0011.jpg
busy_7,stop_003,0012.jpg,True,,2,9.925213,0.079375,1.416026,0.895023,0.747429,0.072159,results/rectified_dataset/images/busy_7/stop_003/0012.jpg
busy_7,stop_003,0013.jpg,True,,1,9.845174,0.073465,1.416389,0.922990,0.757045,0.044521,results/rectified_dataset/images/busy_7/stop_003/0013.jpg
busy_7,stop_003,0014.jpg,True,,1,9.933845,0.074331,1.415146,0.900456,0.754730,0.068182,results/rectified_dataset/images/busy_7/stop_003/0014.jpg
busy_7,stop_004,0015.jpg,True,,1,9.906801,0.074757,1.406013,0.904651,0.751903,0.066680,results/rectified_dataset/images/busy_7/stop_004/0015.jpg
busy_7,stop_004,0016.jpg,True,,1,9.875751,0.088766,1.404841,0.904117,0.748040,0.056128,results/rectified_dataset/images/busy_7/stop_004/0016.jpg
busy_7,stop_004,0017.jpg,True,,1,9.847082,0.088346,1.391441,0.899896,0.745739,0.065828,results/rectified_dataset/images/busy_7/stop_004/0017.jpg
busy_7,stop_004,0018.jpg,True,,1,9.967635,0.088239,1.424017,0.898793,0.753310,0.074716,results/rectified_dataset/images/busy_7/stop_004/0018.jpg
busy_7,stop_004,0019.jpg,True,,1,9.969818,0.088070,1.419970,0.897793,0.753423,0.082833,results/rectified_dataset/images/busy_7/stop_004/0019.jpg
busy_7,stop_005,0020.jpg,True,,1,9.950519,0.088590,1.420201,0.902407,0.748963,0.072159,results/rectified_dataset/images/busy_7/stop_005/0020.jpg
busy_7,stop_005,0021.jpg,True,,1,9.923412,0.109072,1.414296,0.934453,0.769886,0.040625,results/rectified_dataset/images/busy_7/stop_005/0021.jpg
busy_7,stop_005,0022.jpg,True,,1,9.908843,0.108205,1.413159,0.925726,0.772216,0.040341,results/rectified_dataset/images/busy_7/stop_005/0022.jpg
busy_7,stop_005,0023.jpg,True,,1,9.947687,0.108084,1.424981,0.927323,0.771832,0.041964,results/rectified_dataset/images/busy_7/stop_005/0023.jpg
busy_7,stop_005,0024.jpg,True,,1,9.927767,0.108118,1.414628,0.923027,0.772301,0.050244,results/rectified_dataset/images/busy_7/stop_005/0024.jpg
busy_7,stop_006,0025.jpg,True,,1,9.934678,0.108660,1.417812,0.929477,0.772727,0.043994,results/rectified_dataset/images/busy_7/stop_006/0025.jpg
busy_7,stop_006,0026.jpg,True,,1,9.845913,0.129754,1.420352,0.895867,0.759261,0.049229,results/rectified_dataset/images/busy_7/stop_006/0026.jpg
busy_7,stop_006,0027.jpg,True,,1,9.877242,0.130298,1.421591,0.913369,0.759190,0.049472,results/rectified_dataset/images/busy_7/stop_006/0027.jpg
busy_7,stop_006,0028.jpg,True,,1,9.837773,0.128604,1.415920,0.896399,0.760568,0.050690,results/rectified_dataset/images/busy_7/stop_006/0028.jpg
busy_7,stop_006,0029.jpg,True,,1,9.872221,0.129136,1.420200,0.901602,0.761804,0.057549,results/rectified_dataset/images/busy_7/stop_006/0029.jpg
busy_7,stop_007,0030.jpg,True,,1,9.806297,0.129380,1.406280,0.893157,0.758551,0.053247,results/rectified_dataset/images/busy_7/stop_007/0030.jpg
busy_7,stop_007,0031.jpg,True,,1,9.921185,0.122000,1.418768,0.926041,0.773097,0.052070,results/rectified_dataset/images/busy_7/stop_007/0031.jpg
busy_7,stop_007,0032.jpg,True,,1,9.904281,0.121478,1.418768,0.923957,0.768509,0.046307,results/rectified_dataset/images/busy_7/stop_007/0032.jpg
busy_7,stop_007,0033.jpg,True,,1,9.928368,0.121968,1.423216,0.926277,0.769815,0.053328,results/rectified_dataset/images/busy_7/stop_007/0033.jpg
busy_7,stop_007,0034.jpg,True,,1,9.901243,0.122505,1.417338,0.927899,0.771179,0.044765,results/rectified_dataset/images/busy_7/stop_007/0034.jpg
busy_7,stop_008,0035.jpg,True,,1,9.881274,0.121543,1.411299,0.920696,0.769460,0.053571,results/rectified_dataset/images/busy_7/stop_008/0035.jpg
busy_7,stop_008,0036.jpg,True,,2,9.885987,0.063698,1.402362,0.900156,0.734489,0.077922,results/rectified_dataset/images/busy_7/stop_008/0036.jpg
busy_7,stop_008,0037.jpg,True,,2,9.955454,0.063011,1.422517,0.895611,0.743977,0.080154,results/rectified_dataset/images/busy_7/stop_008/0037.jpg
busy_7,stop_008,0038.jpg,True,,2,9.981719,0.063127,1.425213,0.896847,0.744943,0.087784,results/rectified_dataset/images/busy_7/stop_008/0038.jpg
busy_7,stop_008,0039.jpg,True,,2,9.954385,0.063491,1.418570,0.902499,0.741406,0.082021,results/rectified_dataset/images/busy_7/stop_008/0039.jpg
busy_7,stop_009,0040.jpg,True,,2,9.953314,0.063434,1.418570,0.901184,0.741250,0.082589,results/rectified_dataset/images/busy_7/stop_009/0040.jpg
busy_7,stop_009,0041.jpg,True,,2,9.875720,0.074129,1.398632,0.906715,0.750213,0.061404,results/rectified_dataset/images/busy_7/stop_009/0041.jpg
busy_7,stop_009,0042.jpg,True,,2,9.971730,0.074995,1.417464,0.922151,0.754957,0.067370,results/rectified_dataset/images/busy_7/stop_009/0042.jpg
busy_7,stop_009,0043.jpg,True,,2,9.971380,0.073843,1.419131,0.909012,0.755057,0.074594,results/rectified_dataset/images/busy_7/stop_009/0043.jpg
busy_7,stop_009,0044.jpg,True,,2,10.017742,0.073656,1.432223,0.902042,0.756364,0.083320,results/rectified_dataset/images/busy_7/stop_009/0044.jpg
busy_7,stop_010,0045.jpg,True,,2,9.953328,0.073866,1.417464,0.909406,0.754730,0.067898,results/rectified_dataset/images/busy_7/stop_010/0045.jpg
busy_7,stop_010,0046.jpg,True,,1,10.118661,0.057830,1.455378,0.915866,0.760412,0.087297,results/rectified_dataset/images/busy_7/stop_010/0046.jpg
busy_7,stop_010,0047.jpg,True,,1,10.068287,0.058190,1.434033,0.920278,0.760043,0.089570,results/rectified_dataset/images/busy_7/stop_010/0047.jpg
busy_7,stop_010,0048.jpg,True,,2,10.039277,0.057816,1.438416,0.916223,0.757514,0.073742,results/rectified_dataset/images/busy_7/stop_010/0048.jpg
busy_7,stop_010,0049.jpg,True,,1,10.005774,0.057754,1.435977,0.913218,0.757330,0.062865,results/rectified_dataset/images/busy_7/stop_010/0049.jpg
busy_7,stop_011,0050.jpg,True,,2,9.945249,0.057988,1.419084,0.917232,0.755966,0.054748,results/rectified_dataset/images/busy_7/stop_011/0050.jpg
busy_7,stop_011,0051.jpg,True,,1,9.806248,0.128244,1.409810,0.896067,0.755256,0.050203,results/rectified_dataset/images/busy_7/stop_011/0051.jpg
busy_7,stop_011,0052.jpg,True,,1,9.814020,0.128076,1.410211,0.899952,0.752543,0.052638,results/rectified_dataset/images/busy_7/stop_011/0052.jpg
busy_7,stop_011,0053.jpg,True,,1,9.801862,0.127204,1.411719,0.885217,0.755313,0.052800,results/rectified_dataset/images/busy_7/stop_011/0053.jpg
busy_7,stop_011,0054.jpg,True,,1,9.822432,0.127357,1.410115,0.889869,0.757244,0.062175,results/rectified_dataset/images/busy_7/stop_011/0054.jpg
busy_7,stop_012,0055.jpg,True,,1,9.798306,0.128008,1.404399,0.894418,0.755966,0.054667,results/rectified_dataset/images/busy_7/stop_012/0055.jpg
busy_7,stop_012,0056.jpg,True,,1,9.803208,0.126930,1.405951,0.883314,0.756250,0.063596,results/rectified_dataset/images/busy_7/stop_012/0056.jpg
busy_7,stop_012,0057.jpg,True,,1,9.905944,0.139901,1.419346,0.942604,0.764531,0.046307,results/rectified_dataset/images/busy_7/stop_012/0057.jpg
busy_7,stop_012,0058.jpg,True,,1,9.910069,0.137604,1.424728,0.924720,0.767798,0.052800,results/rectified_dataset/images/busy_7/stop_012/0058.jpg
busy_7,stop_012,0059.jpg,True,,1,9.907070,0.138612,1.420542,0.933895,0.767344,0.050162,results/rectified_dataset/images/busy_7/stop_012/0059.jpg
busy_8,stop_001,0000.jpg,True,,1,9.830628,0.054966,1.391653,0.904060,0.748437,0.052151,results/rectified_dataset/images/busy_8/stop_001/0000.jpg
busy_8,stop_001,0001.jpg,True,,1,10.000723,0.055011,1.423146,0.905182,0.755270,0.086242,results/rectified_dataset/images/busy_8/stop_001/0001.jpg
busy_8,stop_001,0002.jpg,True,,1,9.977343,0.055264,1.416372,0.908018,0.753864,0.083157,results/rectified_dataset/images/busy_8/stop_001/0002.jpg
busy_8,stop_001,0003.jpg,True,,1,10.040318,0.054963,1.429165,0.903762,0.756903,0.097281,results/rectified_dataset/images/busy_8/stop_001/0003.jpg
busy_8,stop_001,0004.jpg,True,,1,9.880075,0.055093,1.404226,0.900623,0.751151,0.059456,results/rectified_dataset/images/busy_8/stop_001/0004.jpg
busy_8,stop_002,0005.jpg,True,,2,9.901375,0.075828,1.416980,0.891747,0.748310,0.060674,results/rectified_dataset/images/busy_8/stop_002/0005.jpg
busy_8,stop_002,0006.jpg,True,,1,9.925323,0.076050,1.416744,0.896655,0.749048,0.068750,results/rectified_dataset/images/busy_8/stop_002/0006.jpg
busy_8,stop_002,0007.jpg,True,,1,9.857200,0.075972,1.402164,0.889097,0.747727,0.062175,results/rectified_dataset/images/busy_8/stop_002/0007.jpg
busy_8,stop_002,0008.jpg,True,,1,9.876087,0.076130,1.403920,0.897795,0.745895,0.063961,results/rectified_dataset/images/busy_8/stop_002/0008.jpg
busy_8,stop_002,0009.jpg,True,,1,9.963901,0.076253,1.425945,0.897267,0.752301,0.071997,results/rectified_dataset/images/busy_8/stop_002/0009.jpg
busy_8,stop_003,0010.jpg,True,,1,9.873275,0.085588,1.406034,0.885075,0.747358,0.067979,results/rectified_dataset/images/busy_8/stop_003/0010.jpg
busy_8,stop_003,0011.jpg,True,,1,9.871849,0.085173,1.406034,0.881016,0.747003,0.070576,results/rectified_dataset/images/busy_8/stop_003/0011.jpg
busy_8,stop_003,0012.jpg,True,,1,9.822287,0.084819,1.397360,0.878250,0.742827,0.063393,results/rectified_dataset/images/busy_8/stop_003/0012.jpg
busy_8,stop_003,0013.jpg,True,,1,9.808873,0.085690,1.392761,0.881916,0.741847,0.061242,results/rectified_dataset/images/busy_8/stop_003/0013.jpg
busy_8,stop_003,0014.jpg,True,,1,9.833913,0.085840,1.399699,0.883514,0.744134,0.062094,results/rectified_dataset/images/busy_8/stop_003/0014.jpg
busy_8,stop_004,0015.jpg,True,,1,9.914588,0.094460,1.416347,0.927983,0.773295,0.040787,results/rectified_dataset/images/busy_8/stop_004/0015.jpg
busy_8,stop_004,0016.jpg,True,,1,9.899914,0.095101,1.411573,0.933906,0.772457,0.035877,results/rectified_dataset/images/busy_8/stop_004/0016.jpg
busy_8,stop_004,0017.jpg,True,,1,9.893836,0.094484,1.403142,0.913106,0.769148,0.050812,results/rectified_dataset/images/busy_8/stop_004/0017.jpg
busy_8,stop_004,0018.jpg,True,,1,9.916595,0.093932,1.406327,0.913227,0.767386,0.053084,results/rectified_dataset/images/busy_8/stop_004/0018.jpg
busy_8,stop_004,0019.jpg,True,,1,9.924832,0.093732,1.409531,0.921261,0.768622,0.051461,results/rectified_dataset/images/busy_8/stop_004/0019.jpg
busy_8,stop_005,0020.jpg,True,,1,9.832004,0.143807,1.420604,0.893623,0.754588,0.056940,results/rectified_dataset/images/busy_8/stop_005/0020.jpg
busy_8,stop_005,0021.jpg,True,,1,9.818740,0.143872,1.420171,0.894786,0.755597,0.052192,results/rectified_dataset/images/busy_8/stop_005/0021.jpg
busy_8,stop_005,0022.jpg,True,,1,9.911064,0.145111,1.438831,0.902863,0.759134,0.062987,results/rectified_dataset/images/busy_8/stop_005/0022.jpg
busy_8,stop_005,0023.jpg,True,,1,9.836492,0.143957,1.421280,0.894809,0.757301,0.058766,results/rectified_dataset/images/busy_8/stop_005/0023.jpg
busy_8,stop_005,0024.jpg,True,,1,9.779238,0.143457,1.413860,0.892285,0.752102,0.045373,results/rectified_dataset/images/busy_8/stop_005/0024.jpg
busy_8,stop_006,0025.jpg,True,,1,9.957941,0.090947,1.427334,0.915165,0.764418,0.044521,results/rectified_dataset/images/busy_8/stop_006/0025.jpg
busy_8,stop_006,0026.jpg,True,,1,9.925453,0.091986,1.408420,0.924063,0.764801,0.048336,results/rectified_dataset/images/busy_8/stop_006/0026.jpg
busy_8,stop_006,0027.jpg,True,,1,9.914987,0.092161,1.396718,0.922595,0.763224,0.063839,results/rectified_dataset/images/busy_8/stop_006/0027.jpg
busy_8,stop_006,0028.jpg,True,,1,9.931604,0.091750,1.412175,0.918398,0.764574,0.051623,results/rectified_dataset/images/busy_8/stop_006/0028.jpg
busy_8,stop_006,0029.jpg,True,,1,9.970627,0.092091,1.417265,0.924097,0.764631,0.061282,results/rectified_dataset/images/busy_8/stop_006/0029.jpg
busy_8,stop_007,0030.jpg,True,,2,9.996371,0.059718,1.431273,0.897607,0.736563,0.092167,results/rectified_dataset/images/busy_8/stop_007/0030.jpg
busy_8,stop_007,0031.jpg,True,,2,9.972068,0.059587,1.429577,0.892893,0.739020,0.084131,results/rectified_dataset/images/busy_8/stop_007/0031.jpg
busy_8,stop_007,0032.jpg,True,,2,9.950054,0.060176,1.423489,0.901019,0.737827,0.076623,results/rectified_dataset/images/busy_8/stop_007/0032.jpg
busy_8,stop_007,0033.jpg,True,,2,10.095292,0.060205,1.443988,0.905012,0.744915,0.111648,results/rectified_dataset/images/busy_8/stop_007/0033.jpg
busy_8,stop_007,0034.jpg,True,,2,10.035083,0.059640,1.441785,0.898323,0.738224,0.094724,results/rectified_dataset/images/busy_8/stop_007/0034.jpg
busy_8,stop_008,0035.jpg,True,,2,9.811938,0.063184,1.389918,0.883686,0.723509,0.079261,results/rectified_dataset/images/busy_8/stop_008/0035.jpg
busy_8,stop_008,0036.jpg,True,,2,9.933463,0.062949,1.413565,0.881494,0.733267,0.100568,results/rectified_dataset/images/busy_8/stop_008/0036.jpg
busy_8,stop_008,0037.jpg,True,,2,10.009853,0.063062,1.429215,0.881900,0.736392,0.113758,results/rectified_dataset/images/busy_8/stop_008/0037.jpg
busy_8,stop_008,0038.jpg,True,,2,9.785868,0.063568,1.377737,0.888966,0.720696,0.081778,results/rectified_dataset/images/busy_8/stop_008/0038.jpg
busy_8,stop_008,0039.jpg,True,,2,9.849723,0.063275,1.401851,0.879276,0.727784,0.081209,results/rectified_dataset/images/busy_8/stop_008/0039.jpg
busy_8,stop_009,0040.jpg,True,,1,9.869849,0.091940,1.404547,0.900366,0.750526,0.054545,results/rectified_dataset/images/busy_8/stop_009/0040.jpg
busy_8,stop_009,0041.jpg,True,,1,9.818243,0.091901,1.395051,0.893446,0.746378,0.050609,results/rectified_dataset/images/busy_8/stop_009/0041.jpg
busy_8,stop_009,0042.jpg,True,,1,9.826805,0.092290,1.391473,0.897493,0.747713,0.055966,results/rectified_dataset/images/busy_8/stop_009/0042.jpg
busy_8,stop_009,0043.jpg,True,,1,9.857247,0.092026,1.399767,0.897802,0.749844,0.057508,results/rectified_dataset/images/busy_8/stop_009/0043.jpg
busy_8,stop_009,0044.jpg,True,,2,9.836929,0.092642,1.391275,0.903251,0.746591,0.057833,results/rectified_dataset/images/busy_8/stop_009/0044.jpg
busy_8,stop_010,0045.jpg,True,,1,9.925575,0.092625,1.417142,0.921255,0.760213,0.047849,results/rectified_dataset/images/busy_8/stop_010/0045.jpg
busy_8,stop_010,0046.jpg,True,,1,9.894963,0.091981,1.407116,0.915509,0.757045,0.052394,results/rectified_dataset/images/busy_8/stop_010/0046.jpg
busy_8,stop_010,0047.jpg,True,,1,9.949221,0.092072,1.423749,0.915303,0.761634,0.054789,results/rectified_dataset/images/busy_8/stop_010/0047.jpg
busy_8,stop_010,0048.jpg,True,,1,9.923959,0.092243,1.415388,0.918761,0.758409,0.052192,results/rectified_dataset/images/busy_8/stop_010/0048.jpg
busy_8,stop_010,0049.jpg,True,,1,9.952145,0.092664,1.418345,0.921765,0.761449,0.058685,results/rectified_dataset/images/busy_8/stop_010/0049.jpg
busy_8,stop_011,0050.jpg,True,,1,9.911047,0.091994,1.410235,0.917789,0.762173,0.051583,results/rectified_dataset/images/busy_8/stop_011/0050.jpg
busy_8,stop_011,0051.jpg,True,,1,9.935446,0.092448,1.418533,0.918781,0.762628,0.051420,results/rectified_dataset/images/busy_8/stop_011/0051.jpg
busy_8,stop_011,0052.jpg,True,,1,9.924637,0.091904,1.415049,0.913478,0.761733,0.055641,results/rectified_dataset/images/busy_8/stop_011/0052.jpg
busy_8,stop_011,0053.jpg,True,,1,9.891676,0.092189,1.412353,0.917694,0.762188,0.038352,results/rectified_dataset/images/busy_8/stop_011/0053.jpg
busy_8,stop_011,0054.jpg,True,,1,9.916389,0.092015,1.413706,0.917078,0.761619,0.050244,results/rectified_dataset/images/busy_8/stop_011/0054.jpg
busy_8,stop_012,0055.jpg,True,,1,9.819243,0.095223,1.398005,0.885541,0.743082,0.063393,results/rectified_dataset/images/busy_8/stop_012/0055.jpg
busy_8,stop_012,0056.jpg,True,,1,9.829670,0.100726,1.394463,0.908831,0.751264,0.048904,results/rectified_dataset/images/busy_8/stop_012/0056.jpg
busy_8,stop_012,0057.jpg,True,,2,9.878979,0.100046,1.411375,0.890007,0.743949,0.070739,results/rectified_dataset/images/busy_8/stop_012/0057.jpg
busy_8,stop_012,0058.jpg,True,,1,9.856709,0.098786,1.406012,0.878443,0.743239,0.078206,results/rectified_dataset/images/busy_8/stop_012/0058.jpg
busy_8,stop_012,0059.jpg,True,,2,9.956523,0.099266,1.426586,0.887030,0.744759,0.091721,results/rectified_dataset/images/busy_8/stop_012/0059.jpg
busy_9,stop_001,0000.jpg,True,,2,10.031177,0.073403,1.440576,0.909500,0.759332,0.084172,results/rectified_dataset/images/busy_9/stop_001/0000.jpg
busy_9,stop_001,0001.jpg,True,,1,10.137436,0.073747,1.462507,0.913599,0.765781,0.099797,results/rectified_dataset/images/busy_9/stop_001/0001.jpg
busy_9,stop_001,0002.jpg,True,,1,10.102859,0.073102,1.454280,0.904145,0.764716,0.102151,results/rectified_dataset/images/busy_9/stop_001/0002.jpg
busy_9,stop_001,0003.jpg,True,,1,10.041168,0.072640,1.446341,0.900278,0.758594,0.087825,results/rectified_dataset/images/busy_9/stop_001/0003.jpg
busy_9,stop_001,0004.jpg,True,,1,10.056034,0.073359,1.450528,0.909631,0.761619,0.079992,results/rectified_dataset/images/busy_9/stop_001/0004.jpg
busy_9,stop_002,0005.jpg,True,,2,10.111674,0.063224,1.457621,0.900451,0.757159,0.099229,results/rectified_dataset/images/busy_9/stop_002/0005.jpg
busy_9,stop_002,0006.jpg,True,,2,10.044827,0.063123,1.442183,0.898482,0.758310,0.088474,results/rectified_dataset/images/busy_9/stop_002/0006.jpg
busy_9,stop_002,0007.jpg,True,,2,10.119693,0.063206,1.458664,0.897711,0.763665,0.100081,results/rectified_dataset/images/busy_9/stop_002/0007.jpg
busy_9,stop_002,0008.jpg,True,,2,10.195545,0.063031,1.475348,0.900449,0.772074,0.107549,results/rectified_dataset/images/busy_9/stop_002/0008.jpg
busy_9,stop_002,0009.jpg,True,,2,10.036366,0.063193,1.441144,0.902975,0.753807,0.084578,results/rectified_dataset/images/busy_9/stop_002/0009.jpg
busy_9,stop_003,0010.jpg,True,,1,10.051505,0.092869,1.464365,0.894561,0.758125,0.089245,results/rectified_dataset/images/busy_9/stop_003/0010.jpg
busy_9,stop_003,0011.jpg,True,,1,9.999203,0.092884,1.453470,0.889106,0.757202,0.083442,results/rectified_dataset/images/busy_9/stop_003/0011.jpg
busy_9,stop_003,0012.jpg,True,,2,9.898766,0.092884,1.429451,0.893080,0.753097,0.066477,results/rectified_dataset/images/busy_9/stop_003/0012.jpg
busy_9,stop_003,0013.jpg,True,,1,10.018563,0.092809,1.453280,0.889456,0.758352,0.093425,results/rectified_dataset/images/busy_9/stop_003/0013.jpg
busy_9,stop_003,0014.jpg,True,,2,9.995558,0.092905,1.450128,0.892083,0.756051,0.085024,results/rectified_dataset/images/busy_9/stop_003/0014.jpg
busy_9,stop_004,0015.jpg,True,,1,9.845005,0.078171,1.404023,0.899394,0.766307,0.050284,results/rectified_dataset/images/busy_9/stop_004/0015.jpg
busy_9,stop_004,0016.jpg,True,,1,9.857025,0.079092,1.400665,0.909297,0.767188,0.053003,results/rectified_dataset/images/busy_9/stop_004/0016.jpg
busy_9,stop_004,0017.jpg,True,,1,9.852268,0.078739,1.400665,0.904499,0.767244,0.054180,results/rectified_dataset/images/busy_9/stop_004/0017.jpg
busy_9,stop_004,0018.jpg,True,,1,9.852146,0.078730,1.404023,0.903821,0.767344,0.049756,results/rectified_dataset/images/busy_9/stop_004/0018.jpg
busy_9,stop_004,0019.jpg,True,,1,9.847786,0.078434,1.404023,0.900762,0.766847,0.050244,results/rectified_dataset/images/busy_9/stop_004/0019.jpg
busy_9,stop_005,0020.jpg,True,,1,9.871053,0.078625,1.407061,0.900397,0.765938,0.057914,results/rectified_dataset/images/busy_9/stop_005/0020.jpg
busy_9,stop_005,0021.jpg,True,,1,9.985882,0.078512,1.436105,0.903910,0.770455,0.070130,results/rectified_dataset/images/busy_9/stop_005/0021.jpg
busy_9,stop_005,0022.jpg,True,,1,10.039331,0.078734,1.444643,0.901470,0.772813,0.085877,results/rectified_dataset/images/busy_9/stop_005/0022.jpg
busy_9,stop_005,0023.jpg,True,,1,9.891432,0.078770,1.398564,0.902223,0.766136,0.079302,results/rectified_dataset/images/busy_9/stop_005/0023.jpg
busy_9,stop_005,0024.jpg,True,,1,9.893767,0.078851,1.410973,0.903735,0.769020,0.060024,results/rectified_dataset/images/busy_9/stop_005/0024.jpg
busy_9,stop_006,0025.jpg,True,,1,10.026305,0.091401,1.453813,0.904751,0.760582,0.068344,results/rectified_dataset/images/busy_9/stop_006/0025.jpg
busy_9,stop_006,0026.jpg,True,,1,10.020664,0.092617,1.451109,0.913865,0.770000,0.054911,results/rectified_dataset/images/busy_9/stop_006/0026.jpg
busy_9,stop_006,0027.jpg,True,,1,10.021856,0.092435,1.445692,0.913501,0.769787,0.063677,results/rectified_dataset/images/busy_9/stop_006/0027.jpg
busy_9,stop_006,0028.jpg,True,,1,10.089397,0.092952,1.465020,0.919366,0.773352,0.063920,results/rectified_dataset/images/busy_9/stop_006/0028.jpg
busy_9,stop_006,0029.jpg,True,,1,10.039746,0.092891,1.445989,0.917252,0.769389,0.069683,results/rectified_dataset/images/busy_9/stop_006/0029.jpg
busy_9,stop_007,0030.jpg,True,,2,10.199155,0.061626,1.476261,0.888965,0.768026,0.112175,results/rectified_dataset/images/busy_9/stop_007/0030.jpg
busy_9,stop_007,0031.jpg,True,,2,10.113125,0.061190,1.456990,0.886811,0.757543,0.106169,results/rectified_dataset/images/busy_9/stop_007/0031.jpg
busy_9,stop_007,0032.jpg,True,,2,10.149303,0.061229,1.468036,0.889973,0.760923,0.103571,results/rectified_dataset/images/busy_9/stop_007/0032.jpg
busy_9,stop_007,0033.jpg,True,,2,10.176616,0.061182,1.475436,0.880429,0.763594,0.111810,results/rectified_dataset/images/busy_9/stop_007/0033.jpg
busy_9,stop_007,0034.jpg,True,,2,10.094812,0.061585,1.450904,0.889583,0.758807,0.102679,results/rectified_dataset/images/busy_9/stop_007/0034.jpg
busy_9,stop_008,0035.jpg,True,,1,9.925152,0.090785,1.429099,0.906228,0.762131,0.060065,results/rectified_dataset/images/busy_9/stop_008/0035.jpg
busy_9,stop_008,0036.jpg,True,,1,9.910626,0.090846,1.425142,0.905799,0.764091,0.057305,results/rectified_dataset/images/busy_9/stop_008/0036.jpg
busy_9,stop_008,0037.jpg,True,,1,10.067864,0.090788,1.464462,0.906686,0.767514,0.077679,results/rectified_dataset/images/busy_9/stop_008/0037.jpg
busy_9,stop_008,0038.jpg,True,,1,10.033744,0.091089,1.450615,0.909039,0.768707,0.078896,results/rectified_dataset/images/busy_9/stop_008/0038.jpg
busy_9,stop_008,0039.jpg,True,,1,9.907692,0.090519,1.422755,0.904258,0.759943,0.063515,results/rectified_dataset/images/busy_9/stop_008/0039.jpg
busy_9,stop_009,0040.jpg,True,,2,10.041079,0.070106,1.453805,0.876521,0.734744,0.101826,results/rectified_dataset/images/busy_9/stop_009/0040.jpg
busy_9,stop_009,0041.jpg,True,,2,10.073915,0.070145,1.460106,0.872715,0.738821,0.109619,results/rectified_dataset/images/busy_9/stop_009/0041.jpg
busy_9,stop_009,0042.jpg,True,,2,9.977223,0.069779,1.441416,0.874252,0.730568,0.091274,results/rectified_dataset/images/busy_9/stop_009/0042.jpg
busy_9,stop_009,0043.jpg,True,,2,10.015574,0.070366,1.443911,0.879353,0.734474,0.101867,results/rectified_dataset/images/busy_9/stop_009/0043.jpg
busy_9,stop_009,0044.jpg,True,,2,10.153690,0.070340,1.468300,0.878283,0.745398,0.131006,results/rectified_dataset/images/busy_9/stop_009/0044.jpg
busy_9,stop_010,0045.jpg,True,,1,9.963284,0.113936,1.440434,0.914025,0.769759,0.067573,results/rectified_dataset/images/busy_9/stop_010/0045.jpg
busy_9,stop_010,0046.jpg,True,,1,9.908960,0.113273,1.432279,0.905658,0.765341,0.059334,results/rectified_dataset/images/busy_9/stop_010/0046.jpg
