task,split,label,source_class,stop_id,source_path,output_path,roi_x,roi_y,roi_width,roi_height
number,test,6,busy_6,stop_006,busy_6/stop_006/0029.jpg,number/test/6/busy_6__stop_006__0029.png,258,150,57,52
status,test,busy,busy_6,stop_011,busy_6/stop_011/0050.jpg,status/test/busy/busy_6__stop_011__0050.png,229,91,108,59
number,test,6,busy_6,stop_011,busy_6/stop_011/0050.jpg,number/test/6/busy_6__stop_011__0050.png,258,150,57,52
status,test,busy,busy_6,stop_011,busy_6/stop_011/0051.jpg,status/test/busy/busy_6__stop_011__0051.png,229,91,108,59
number,test,6,busy_6,stop_011,busy_6/stop_011/0051.jpg,number/test/6/busy_6__stop_011__0051.png,258,150,57,52
status,test,busy,busy_6,stop_011,busy_6/stop_011/0052.jpg,status/test/busy/busy_6__stop_011__0052.png,229,91,108,59
number,test,6,busy_6,stop_011,busy_6/stop_011/0052.jpg,number/test/6/busy_6__stop_011__0052.png,258,150,57,52
status,test,busy,busy_6,stop_011,busy_6/stop_011/0053.jpg,status/test/busy/busy_6__stop_011__0053.png,229,91,108,59
number,test,6,busy_6,stop_011,busy_6/stop_011/0053.jpg,number/test/6/busy_6__stop_011__0053.png,258,150,57,52
status,test,busy,busy_6,stop_011,busy_6/stop_011/0054.jpg,status/test/busy/busy_6__stop_011__0054.png,229,91,108,59
number,test,6,busy_6,stop_011,busy_6/stop_011/0054.jpg,number/test/6/busy_6__stop_011__0054.png,258,150,57,52
number,train,7,busy_7,stop_001,busy_7/stop_001/0000.jpg,number/train/7/busy_7__stop_001__0000.png,258,150,57,52
number,train,7,busy_7,stop_001,busy_7/stop_001/0001.jpg,number/train/7/busy_7__stop_001__0001.png,258,150,57,52
number,train,7,busy_7,stop_001,busy_7/stop_001/0002.jpg,number/train/7/busy_7__stop_001__0002.png,258,150,57,52
number,train,7,busy_7,stop_001,busy_7/stop_001/0003.jpg,number/train/7/busy_7__stop_001__0003.png,258,150,57,52
number,train,7,busy_7,stop_001,busy_7/stop_001/0004.jpg,number/train/7/busy_7__stop_001__0004.png,258,150,57,52
number,train,7,busy_7,stop_002,busy_7/stop_002/0005.jpg,number/train/7/busy_7__stop_002__0005.png,258,150,57,52
number,train,7,busy_7,stop_002,busy_7/stop_002/0006.jpg,number/train/7/busy_7__stop_002__0006.png,258,150,57,52
number,train,7,busy_7,stop_002,busy_7/stop_002/0007.jpg,number/train/7/busy_7__stop_002__0007.png,258,150,57,52
number,train,7,busy_7,stop_002,busy_7/stop_002/0008.jpg,number/train/7/busy_7__stop_002__0008.png,258,150,57,52
number,train,7,busy_7,stop_002,busy_7/stop_002/0009.jpg,number/train/7/busy_7__stop_002__0009.png,258,150,57,52
number,train,7,busy_7,stop_003,busy_7/stop_003/0010.jpg,number/train/7/busy_7__stop_003__0010.png,258,150,57,52
number,train,7,busy_7,stop_003,busy_7/stop_003/0011.jpg,number/train/7/busy_7__stop_003__0011.png,258,150,57,52
number,train,7,busy_7,stop_003,busy_7/stop_003/0012.jpg,number/train/7/busy_7__stop_003__0012.png,258,150,57,52
number,train,7,busy_7,stop_003,busy_7/stop_003/0013.jpg,number/train/7/busy_7__stop_003__0013.png,258,150,57,52
number,train,7,busy_7,stop_003,busy_7/stop_003/0014.jpg,number/train/7/busy_7__stop_003__0014.png,258,150,57,52
status,train,busy,busy_7,stop_005,busy_7/stop_005/0020.jpg,status/train/busy/busy_7__stop_005__0020.png,229,91,108,59
number,train,7,busy_7,stop_005,busy_7/stop_005/0020.jpg,number/train/7/busy_7__stop_005__0020.png,258,150,57,52
status,train,busy,busy_7,stop_005,busy_7/stop_005/0021.jpg,status/train/busy/busy_7__stop_005__0021.png,229,91,108,59
number,train,7,busy_7,stop_005,busy_7/stop_005/0021.jpg,number/train/7/busy_7__stop_005__0021.png,258,150,57,52
status,train,busy,busy_7,stop_005,busy_7/stop_005/0022.jpg,status/train/busy/busy_7__stop_005__0022.png,229,91,108,59
number,train,7,busy_7,stop_005,busy_7/stop_005/0022.jpg,number/train/7/busy_7__stop_005__0022.png,258,150,57,52
status,train,busy,busy_7,stop_005,busy_7/stop_005/0023.jpg,status/train/busy/busy_7__stop_005__0023.png,229,91,108,59
number,train,7,busy_7,stop_005,busy_7/stop_005/0023.jpg,number/train/7/busy_7__stop_005__0023.png,258,150,57,52
status,train,busy,busy_7,stop_005,busy_7/stop_005/0024.jpg,status/train/busy/busy_7__stop_005__0024.png,229,91,108,59
number,train,7,busy_7,stop_005,busy_7/stop_005/0024.jpg,number/train/7/busy_7__stop_005__0024.png,258,150,57,52
number,train,7,busy_7,stop_006,busy_7/stop_006/0025.jpg,number/train/7/busy_7__stop_006__0025.png,258,150,57,52
number,train,7,busy_7,stop_006,busy_7/stop_006/0026.jpg,number/train/7/busy_7__stop_006__0026.png,258,150,57,52
number,train,7,busy_7,stop_006,busy_7/stop_006/0027.jpg,number/train/7/busy_7__stop_006__0027.png,258,150,57,52
number,train,7,busy_7,stop_006,busy_7/stop_006/0028.jpg,number/train/7/busy_7__stop_006__0028.png,258,150,57,52
number,train,7,busy_7,stop_006,busy_7/stop_006/0029.jpg,number/train/7/busy_7__stop_006__0029.png,258,150,57,52
status,train,busy,busy_7,stop_009,busy_7/stop_009/0040.jpg,status/train/busy/busy_7__stop_009__0040.png,229,91,108,59
number,train,7,busy_7,stop_009,busy_7/stop_009/0040.jpg,number/train/7/busy_7__stop_009__0040.png,258,150,57,52
status,train,busy,busy_7,stop_009,busy_7/stop_009/0041.jpg,status/train/busy/busy_7__stop_009__0041.png,229,91,108,59
number,train,7,busy_7,stop_009,busy_7/stop_009/0041.jpg,number/train/7/busy_7__stop_009__0041.png,258,150,57,52
status,train,busy,busy_7,stop_009,busy_7/stop_009/0042.jpg,status/train/busy/busy_7__stop_009__0042.png,229,91,108,59
number,train,7,busy_7,stop_009,busy_7/stop_009/0042.jpg,number/train/7/busy_7__stop_009__0042.png,258,150,57,52
status,train,busy,busy_7,stop_009,busy_7/stop_009/0043.jpg,status/train/busy/busy_7__stop_009__0043.png,229,91,108,59
number,train,7,busy_7,stop_009,busy_7/stop_009/0043.jpg,number/train/7/busy_7__stop_009__0043.png,258,150,57,52
status,train,busy,busy_7,stop_009,busy_7/stop_009/0044.jpg,status/train/busy/busy_7__stop_009__0044.png,229,91,108,59
number,train,7,busy_7,stop_009,busy_7/stop_009/0044.jpg,number/train/7/busy_7__stop_009__0044.png,258,150,57,52
number,train,7,busy_7,stop_010,busy_7/stop_010/0045.jpg,number/train/7/busy_7__stop_010__0045.png,258,150,57,52
number,train,7,busy_7,stop_010,busy_7/stop_010/0046.jpg,number/train/7/busy_7__stop_010__0046.png,258,150,57,52
number,train,7,busy_7,stop_010,busy_7/stop_010/0047.jpg,number/train/7/busy_7__stop_010__0047.png,258,150,57,52
number,train,7,busy_7,stop_010,busy_7/stop_010/0048.jpg,number/train/7/busy_7__stop_010__0048.png,258,150,57,52
number,train,7,busy_7,stop_010,busy_7/stop_010/0049.jpg,number/train/7/busy_7__stop_010__0049.png,258,150,57,52
number,train,7,busy_7,stop_011,busy_7/stop_011/0050.jpg,number/train/7/busy_7__stop_011__0050.png,258,150,57,52
number,train,7,busy_7,stop_011,busy_7/stop_011/0051.jpg,number/train/7/busy_7__stop_011__0051.png,258,150,57,52
number,train,7,busy_7,stop_011,busy_7/stop_011/0052.jpg,number/train/7/busy_7__stop_011__0052.png,258,150,57,52
number,train,7,busy_7,stop_011,busy_7/stop_011/0053.jpg,number/train/7/busy_7__stop_011__0053.png,258,150,57,52
number,train,7,busy_7,stop_011,busy_7/stop_011/0054.jpg,number/train/7/busy_7__stop_011__0054.png,258,150,57,52
status,val,busy,busy_7,stop_004,busy_7/stop_004/0015.jpg,status/val/busy/busy_7__stop_004__0015.png,229,91,108,59
number,val,7,busy_7,stop_004,busy_7/stop_004/0015.jpg,number/val/7/busy_7__stop_004__0015.png,258,150,57,52
status,val,busy,busy_7,stop_004,busy_7/stop_004/0016.jpg,status/val/busy/busy_7__stop_004__0016.png,229,91,108,59
number,val,7,busy_7,stop_004,busy_7/stop_004/0016.jpg,number/val/7/busy_7__stop_004__0016.png,258,150,57,52
status,val,busy,busy_7,stop_004,busy_7/stop_004/0017.jpg,status/val/busy/busy_7__stop_004__0017.png,229,91,108,59
number,val,7,busy_7,stop_004,busy_7/stop_004/0017.jpg,number/val/7/busy_7__stop_004__0017.png,258,150,57,52
status,val,busy,busy_7,stop_004,busy_7/stop_004/0018.jpg,status/val/busy/busy_7__stop_004__0018.png,229,91,108,59
number,val,7,busy_7,stop_004,busy_7/stop_004/0018.jpg,number/val/7/busy_7__stop_004__0018.png,258,150,57,52
status,val,busy,busy_7,stop_004,busy_7/stop_004/0019.jpg,status/val/busy/busy_7__stop_004__0019.png,229,91,108,59
number,val,7,busy_7,stop_004,busy_7/stop_004/0019.jpg,number/val/7/busy_7__stop_004__0019.png,258,150,57,52
status,val,busy,busy_7,stop_007,busy_7/stop_007/0030.jpg,status/val/busy/busy_7__stop_007__0030.png,229,91,108,59
number,val,7,busy_7,stop_007,busy_7/stop_007/0030.jpg,number/val/7/busy_7__stop_007__0030.png,258,150,57,52
status,val,busy,busy_7,stop_007,busy_7/stop_007/0031.jpg,status/val/busy/busy_7__stop_007__0031.png,229,91,108,59
number,val,7,busy_7,stop_007,busy_7/stop_007/0031.jpg,number/val/7/busy_7__stop_007__0031.png,258,150,57,52
status,val,busy,busy_7,stop_007,busy_7/stop_007/0032.jpg,status/val/busy/busy_7__stop_007__0032.png,229,91,108,59
number,val,7,busy_7,stop_007,busy_7/stop_007/0032.jpg,number/val/7/busy_7__stop_007__0032.png,258,150,57,52
status,val,busy,busy_7,stop_007,busy_7/stop_007/0033.jpg,status/val/busy/busy_7__stop_007__0033.png,229,91,108,59
number,val,7,busy_7,stop_007,busy_7/stop_007/0033.jpg,number/val/7/busy_7__stop_007__0033.png,258,150,57,52
status,val,busy,busy_7,stop_007,busy_7/stop_007/0034.jpg,status/val/busy/busy_7__stop_007__0034.png,229,91,108,59
number,val,7,busy_7,stop_007,busy_7/stop_007/0034.jpg,number/val/7/busy_7__stop_007__0034.png,258,150,57,52
status,test,busy,busy_7,stop_008,busy_7/stop_008/0035.jpg,status/test/busy/busy_7__stop_008__0035.png,229,91,108,59
number,test,7,busy_7,stop_008,busy_7/stop_008/0035.jpg,number/test/7/busy_7__stop_008__0035.png,258,150,57,52
status,test,busy,busy_7,stop_008,busy_7/stop_008/0036.jpg,status/test/busy/busy_7__stop_008__0036.png,229,91,108,59
number,test,7,busy_7,stop_008,busy_7/stop_008/0036.jpg,number/test/7/busy_7__stop_008__0036.png,258,150,57,52
status,test,busy,busy_7,stop_008,busy_7/stop_008/0037.jpg,status/test/busy/busy_7__stop_008__0037.png,229,91,108,59
number,test,7,busy_7,stop_008,busy_7/stop_008/0037.jpg,number/test/7/busy_7__stop_008__0037.png,258,150,57,52
status,test,busy,busy_7,stop_008,busy_7/stop_008/0038.jpg,status/test/busy/busy_7__stop_008__0038.png,229,91,108,59
number,test,7,busy_7,stop_008,busy_7/stop_008/0038.jpg,number/test/7/busy_7__stop_008__0038.png,258,150,57,52
status,test,busy,busy_7,stop_008,busy_7/stop_008/0039.jpg,status/test/busy/busy_7__stop_008__0039.png,229,91,108,59
number,test,7,busy_7,stop_008,busy_7/stop_008/0039.jpg,number/test/7/busy_7__stop_008__0039.png,258,150,57,52
status,test,busy,busy_7,stop_012,busy_7/stop_012/0055.jpg,status/test/busy/busy_7__stop_012__0055.png,229,91,108,59
number,test,7,busy_7,stop_012,busy_7/stop_012/0055.jpg,number/test/7/busy_7__stop_012__0055.png,258,150,57,52
status,test,busy,busy_7,stop_012,busy_7/stop_012/0056.jpg,status/test/busy/busy_7__stop_012__0056.png,229,91,108,59
number,test,7,busy_7,stop_012,busy_7/stop_012/0056.jpg,number/test/7/busy_7__stop_012__0056.png,258,150,57,52
status,test,busy,busy_7,stop_012,busy_7/stop_012/0057.jpg,status/test/busy/busy_7__stop_012__0057.png,229,91,108,59
number,test,7,busy_7,stop_012,busy_7/stop_012/0057.jpg,number/test/7/busy_7__stop_012__0057.png,258,150,57,52
status,test,busy,busy_7,stop_012,busy_7/stop_012/0058.jpg,status/test/busy/busy_7__stop_012__0058.png,229,91,108,59
number,test,7,busy_7,stop_012,busy_7/stop_012/0058.jpg,number/test/7/busy_7__stop_012__0058.png,258,150,57,52
status,test,busy,busy_7,stop_012,busy_7/stop_012/0059.jpg,status/test/busy/busy_7__stop_012__0059.png,229,91,108,59
number,test,7,busy_7,stop_012,busy_7/stop_012/0059.jpg,number/test/7/busy_7__stop_012__0059.png,258,150,57,52
number,train,8,busy_8,stop_001,busy_8/stop_001/0000.jpg,number/train/8/busy_8__stop_001__0000.png,258,150,57,52
number,train,8,busy_8,stop_001,busy_8/stop_001/0001.jpg,number/train/8/busy_8__stop_001__0001.png,258,150,57,52
number,train,8,busy_8,stop_001,busy_8/stop_001/0002.jpg,number/train/8/busy_8__stop_001__0002.png,258,150,57,52
number,train,8,busy_8,stop_001,busy_8/stop_001/0003.jpg,number/train/8/busy_8__stop_001__0003.png,258,150,57,52
number,train,8,busy_8,stop_001,busy_8/stop_001/0004.jpg,number/train/8/busy_8__stop_001__0004.png,258,150,57,52
number,train,8,busy_8,stop_002,busy_8/stop_002/0005.jpg,number/train/8/busy_8__stop_002__0005.png,258,150,57,52
number,train,8,busy_8,stop_002,busy_8/stop_002/0006.jpg,number/train/8/busy_8__stop_002__0006.png,258,150,57,52
number,train,8,busy_8,stop_002,busy_8/stop_002/0007.jpg,number/train/8/busy_8__stop_002__0007.png,258,150,57,52
number,train,8,busy_8,stop_002,busy_8/stop_002/0008.jpg,number/train/8/busy_8__stop_002__0008.png,258,150,57,52
number,train,8,busy_8,stop_002,busy_8/stop_002/0009.jpg,number/train/8/busy_8__stop_002__0009.png,258,150,57,52
number,train,8,busy_8,stop_003,busy_8/stop_003/0010.jpg,number/train/8/busy_8__stop_003__0010.png,258,150,57,52
number,train,8,busy_8,stop_003,busy_8/stop_003/0011.jpg,number/train/8/busy_8__stop_003__0011.png,258,150,57,52
number,train,8,busy_8,stop_003,busy_8/stop_003/0012.jpg,number/train/8/busy_8__stop_003__0012.png,258,150,57,52
number,train,8,busy_8,stop_003,busy_8/stop_003/0013.jpg,number/train/8/busy_8__stop_003__0013.png,258,150,57,52
number,train,8,busy_8,stop_003,busy_8/stop_003/0014.jpg,number/train/8/busy_8__stop_003__0014.png,258,150,57,52
status,train,busy,busy_8,stop_006,busy_8/stop_006/0025.jpg,status/train/busy/busy_8__stop_006__0025.png,229,91,108,59
number,train,8,busy_8,stop_006,busy_8/stop_006/0025.jpg,number/train/8/busy_8__stop_006__0025.png,258,150,57,52
status,train,busy,busy_8,stop_006,busy_8/stop_006/0026.jpg,status/train/busy/busy_8__stop_006__0026.png,229,91,108,59
number,train,8,busy_8,stop_006,busy_8/stop_006/0026.jpg,number/train/8/busy_8__stop_006__0026.png,258,150,57,52
status,train,busy,busy_8,stop_006,busy_8/stop_006/0027.jpg,status/train/busy/busy_8__stop_006__0027.png,229,91,108,59
number,train,8,busy_8,stop_006,busy_8/stop_006/0027.jpg,number/train/8/busy_8__stop_006__0027.png,258,150,57,52
status,train,busy,busy_8,stop_006,busy_8/stop_006/0028.jpg,status/train/busy/busy_8__stop_006__0028.png,229,91,108,59
number,train,8,busy_8,stop_006,busy_8/stop_006/0028.jpg,number/train/8/busy_8__stop_006__0028.png,258,150,57,52
status,train,busy,busy_8,stop_006,busy_8/stop_006/0029.jpg,status/train/busy/busy_8__stop_006__0029.png,229,91,108,59
number,train,8,busy_8,stop_006,busy_8/stop_006/0029.jpg,number/train/8/busy_8__stop_006__0029.png,258,150,57,52
status,train,busy,busy_8,stop_009,busy_8/stop_009/0040.jpg,status/train/busy/busy_8__stop_009__0040.png,229,91,108,59
number,train,8,busy_8,stop_009,busy_8/stop_009/0040.jpg,number/train/8/busy_8__stop_009__0040.png,258,150,57,52
status,train,busy,busy_8,stop_009,busy_8/stop_009/0041.jpg,status/train/busy/busy_8__stop_009__0041.png,229,91,108,59
number,train,8,busy_8,stop_009,busy_8/stop_009/0041.jpg,number/train/8/busy_8__stop_009__0041.png,258,150,57,52
status,train,busy,busy_8,stop_009,busy_8/stop_009/0042.jpg,status/train/busy/busy_8__stop_009__0042.png,229,91,108,59
number,train,8,busy_8,stop_009,busy_8/stop_009/0042.jpg,number/train/8/busy_8__stop_009__0042.png,258,150,57,52
status,train,busy,busy_8,stop_009,busy_8/stop_009/0043.jpg,status/train/busy/busy_8__stop_009__0043.png,229,91,108,59
number,train,8,busy_8,stop_009,busy_8/stop_009/0043.jpg,number/train/8/busy_8__stop_009__0043.png,258,150,57,52
status,train,busy,busy_8,stop_009,busy_8/stop_009/0044.jpg,status/train/busy/busy_8__stop_009__0044.png,229,91,108,59
number,train,8,busy_8,stop_009,busy_8/stop_009/0044.jpg,number/train/8/busy_8__stop_009__0044.png,258,150,57,52
number,train,8,busy_8,stop_010,busy_8/stop_010/0045.jpg,number/train/8/busy_8__stop_010__0045.png,258,150,57,52
number,train,8,busy_8,stop_010,busy_8/stop_010/0046.jpg,number/train/8/busy_8__stop_010__0046.png,258,150,57,52
number,train,8,busy_8,stop_010,busy_8/stop_010/0047.jpg,number/train/8/busy_8__stop_010__0047.png,258,150,57,52
number,train,8,busy_8,stop_010,busy_8/stop_010/0048.jpg,number/train/8/busy_8__stop_010__0048.png,258,150,57,52
number,train,8,busy_8,stop_010,busy_8/stop_010/0049.jpg,number/train/8/busy_8__stop_010__0049.png,258,150,57,52
number,train,8,busy_8,stop_011,busy_8/stop_011/0050.jpg,number/train/8/busy_8__stop_011__0050.png,258,150,57,52
number,train,8,busy_8,stop_011,busy_8/stop_011/0051.jpg,number/train/8/busy_8__stop_011__0051.png,258,150,57,52
number,train,8,busy_8,stop_011,busy_8/stop_011/0052.jpg,number/train/8/busy_8__stop_011__0052.png,258,150,57,52
number,train,8,busy_8,stop_011,busy_8/stop_011/0053.jpg,number/train/8/busy_8__stop_011__0053.png,258,150,57,52
number,train,8,busy_8,stop_011,busy_8/stop_011/0054.jpg,number/train/8/busy_8__stop_011__0054.png,258,150,57,52
number,train,8,busy_8,stop_012,busy_8/stop_012/0055.jpg,number/train/8/busy_8__stop_012__0055.png,258,150,57,52
number,train,8,busy_8,stop_012,busy_8/stop_012/0056.jpg,number/train/8/busy_8__stop_012__0056.png,258,150,57,52
number,train,8,busy_8,stop_012,busy_8/stop_012/0057.jpg,number/train/8/busy_8__stop_012__0057.png,258,150,57,52
number,train,8,busy_8,stop_012,busy_8/stop_012/0058.jpg,number/train/8/busy_8__stop_012__0058.png,258,150,57,52
number,train,8,busy_8,stop_012,busy_8/stop_012/0059.jpg,number/train/8/busy_8__stop_012__0059.png,258,150,57,52
status,val,busy,busy_8,stop_004,busy_8/stop_004/0015.jpg,status/val/busy/busy_8__stop_004__0015.png,229,91,108,59
number,val,8,busy_8,stop_004,busy_8/stop_004/0015.jpg,number/val/8/busy_8__stop_004__0015.png,258,150,57,52
status,val,busy,busy_8,stop_004,busy_8/stop_004/0016.jpg,status/val/busy/busy_8__stop_004__0016.png,229,91,108,59
number,val,8,busy_8,stop_004,busy_8/stop_004/0016.jpg,number/val/8/busy_8__stop_004__0016.png,258,150,57,52
status,val,busy,busy_8,stop_004,busy_8/stop_004/0017.jpg,status/val/busy/busy_8__stop_004__0017.png,229,91,108,59
number,val,8,busy_8,stop_004,busy_8/stop_004/0017.jpg,number/val/8/busy_8__stop_004__0017.png,258,150,57,52
status,val,busy,busy_8,stop_004,busy_8/stop_004/0018.jpg,status/val/busy/busy_8__stop_004__0018.png,229,91,108,59
number,val,8,busy_8,stop_004,busy_8/stop_004/0018.jpg,number/val/8/busy_8__stop_004__0018.png,258,150,57,52
status,val,busy,busy_8,stop_004,busy_8/stop_004/0019.jpg,status/val/busy/busy_8__stop_004__0019.png,229,91,108,59
number,val,8,busy_8,stop_004,busy_8/stop_004/0019.jpg,number/val/8/busy_8__stop_004__0019.png,258,150,57,52
status,val,busy,busy_8,stop_007,busy_8/stop_007/0030.jpg,status/val/busy/busy_8__stop_007__0030.png,229,91,108,59
number,val,8,busy_8,stop_007,busy_8/stop_007/0030.jpg,number/val/8/busy_8__stop_007__0030.png,258,150,57,52
status,val,busy,busy_8,stop_007,busy_8/stop_007/0031.jpg,status/val/busy/busy_8__stop_007__0031.png,229,91,108,59
number,val,8,busy_8,stop_007,busy_8/stop_007/0031.jpg,number/val/8/busy_8__stop_007__0031.png,258,150,57,52
status,val,busy,busy_8,stop_007,busy_8/stop_007/0032.jpg,status/val/busy/busy_8__stop_007__0032.png,229,91,108,59
number,val,8,busy_8,stop_007,busy_8/stop_007/0032.jpg,number/val/8/busy_8__stop_007__0032.png,258,150,57,52
status,val,busy,busy_8,stop_007,busy_8/stop_007/0033.jpg,status/val/busy/busy_8__stop_007__0033.png,229,91,108,59
number,val,8,busy_8,stop_007,busy_8/stop_007/0033.jpg,number/val/8/busy_8__stop_007__0033.png,258,150,57,52
status,val,busy,busy_8,stop_007,busy_8/stop_007/0034.jpg,status/val/busy/busy_8__stop_007__0034.png,229,91,108,59
number,val,8,busy_8,stop_007,busy_8/stop_007/0034.jpg,number/val/8/busy_8__stop_007__0034.png,258,150,57,52
status,test,busy,busy_8,stop_005,busy_8/stop_005/0020.jpg,status/test/busy/busy_8__stop_005__0020.png,229,91,108,59
number,test,8,busy_8,stop_005,busy_8/stop_005/0020.jpg,number/test/8/busy_8__stop_005__0020.png,258,150,57,52
status,test,busy,busy_8,stop_005,busy_8/stop_005/0021.jpg,status/test/busy/busy_8__stop_005__0021.png,229,91,108,59
number,test,8,busy_8,stop_005,busy_8/stop_005/0021.jpg,number/test/8/busy_8__stop_005__0021.png,258,150,57,52
status,test,busy,busy_8,stop_005,busy_8/stop_005/0022.jpg,status/test/busy/busy_8__stop_005__0022.png,229,91,108,59
number,test,8,busy_8,stop_005,busy_8/stop_005/0022.jpg,number/test/8/busy_8__stop_005__0022.png,258,150,57,52
status,test,busy,busy_8,stop_005,busy_8/stop_005/0023.jpg,status/test/busy/busy_8__stop_005__0023.png,229,91,108,59
number,test,8,busy_8,stop_005,busy_8/stop_005/0023.jpg,number/test/8/busy_8__stop_005__0023.png,258,150,57,52
status,test,busy,busy_8,stop_005,busy_8/stop_005/0024.jpg,status/test/busy/busy_8__stop_005__0024.png,229,91,108,59
number,test,8,busy_8,stop_005,busy_8/stop_005/0024.jpg,number/test/8/busy_8__stop_005__0024.png,258,150,57,52
status,test,busy,busy_8,stop_008,busy_8/stop_008/0035.jpg,status/test/busy/busy_8__stop_008__0035.png,229,91,108,59
number,test,8,busy_8,stop_008,busy_8/stop_008/0035.jpg,number/test/8/busy_8__stop_008__0035.png,258,150,57,52
status,test,busy,busy_8,stop_008,busy_8/stop_008/0036.jpg,status/test/busy/busy_8__stop_008__0036.png,229,91,108,59
number,test,8,busy_8,stop_008,busy_8/stop_008/0036.jpg,number/test/8/busy_8__stop_008__0036.png,258,150,57,52
status,test,busy,busy_8,stop_008,busy_8/stop_008/0037.jpg,status/test/busy/busy_8__stop_008__0037.png,229,91,108,59
number,test,8,busy_8,stop_008,busy_8/stop_008/0037.jpg,number/test/8/busy_8__stop_008__0037.png,258,150,57,52
status,test,busy,busy_8,stop_008,busy_8/stop_008/0038.jpg,status/test/busy/busy_8__stop_008__0038.png,229,91,108,59
number,test,8,busy_8,stop_008,busy_8/stop_008/0038.jpg,number/test/8/busy_8__stop_008__0038.png,258,150,57,52
status,test,busy,busy_8,stop_008,busy_8/stop_008/0039.jpg,status/test/busy/busy_8__stop_008__0039.png,229,91,108,59
number,test,8,busy_8,stop_008,busy_8/stop_008/0039.jpg,number/test/8/busy_8__stop_008__0039.png,258,150,57,52
status,train,busy,busy_9,stop_001,busy_9/stop_001/0000.jpg,status/train/busy/busy_9__stop_001__0000.png,229,91,108,59
number,train,9,busy_9,stop_001,busy_9/stop_001/0000.jpg,number/train/9/busy_9__stop_001__0000.png,258,150,57,52
status,train,busy,busy_9,stop_001,busy_9/stop_001/0001.jpg,status/train/busy/busy_9__stop_001__0001.png,229,91,108,59
number,train,9,busy_9,stop_001,busy_9/stop_001/0001.jpg,number/train/9/busy_9__stop_001__0001.png,258,150,57,52
status,train,busy,busy_9,stop_001,busy_9/stop_001/0002.jpg,status/train/busy/busy_9__stop_001__0002.png,229,91,108,59
number,train,9,busy_9,stop_001,busy_9/stop_001/0002.jpg,number/train/9/busy_9__stop_001__0002.png,258,150,57,52
status,train,busy,busy_9,stop_001,busy_9/stop_001/0003.jpg,status/train/busy/busy_9__stop_001__0003.png,229,91,108,59
number,train,9,busy_9,stop_001,busy_9/stop_001/0003.jpg,number/train/9/busy_9__stop_001__0003.png,258,150,57,52
status,train,busy,busy_9,stop_001,busy_9/stop_001/0004.jpg,status/train/busy/busy_9__stop_001__0004.png,229,91,108,59
number,train,9,busy_9,stop_001,busy_9/stop_001/0004.jpg,number/train/9/busy_9__stop_001__0004.png,258,150,57,52
number,train,9,busy_9,stop_002,busy_9/stop_002/0005.jpg,number/train/9/busy_9__stop_002__0005.png,258,150,57,52
number,train,9,busy_9,stop_002,busy_9/stop_002/0006.jpg,number/train/9/busy_9__stop_002__0006.png,258,150,57,52
number,train,9,busy_9,stop_002,busy_9/stop_002/0007.jpg,number/train/9/busy_9__stop_002__0007.png,258,150,57,52
number,train,9,busy_9,stop_002,busy_9/stop_002/0008.jpg,number/train/9/busy_9__stop_002__0008.png,258,150,57,52
number,train,9,busy_9,stop_002,busy_9/stop_002/0009.jpg,number/train/9/busy_9__stop_002__0009.png,258,150,57,52
number,train,9,busy_9,stop_003,busy_9/stop_003/0010.jpg,number/train/9/busy_9__stop_003__0010.png,258,150,57,52
number,train,9,busy_9,stop_003,busy_9/stop_003/0011.jpg,number/train/9/busy_9__stop_003__0011.png,258,150,57,52
number,train,9,busy_9,stop_003,busy_9/stop_003/0012.jpg,number/train/9/busy_9__stop_003__0012.png,258,150,57,52
number,train,9,busy_9,stop_003,busy_9/stop_003/0013.jpg,number/train/9/busy_9__stop_003__0013.png,258,150,57,52
number,train,9,busy_9,stop_003,busy_9/stop_003/0014.jpg,number/train/9/busy_9__stop_003__0014.png,258,150,57,52
number,train,9,busy_9,stop_005,busy_9/stop_005/0020.jpg,number/train/9/busy_9__stop_005__0020.png,258,150,57,52
number,train,9,busy_9,stop_005,busy_9/stop_005/0021.jpg,number/train/9/busy_9__stop_005__0021.png,258,150,57,52
number,train,9,busy_9,stop_005,busy_9/stop_005/0022.jpg,number/train/9/busy_9__stop_005__0022.png,258,150,57,52
number,train,9,busy_9,stop_005,busy_9/stop_005/0023.jpg,number/train/9/busy_9__stop_005__0023.png,258,150,57,52
number,train,9,busy_9,stop_005,busy_9/stop_005/0024.jpg,number/train/9/busy_9__stop_005__0024.png,258,150,57,52
number,train,9,busy_9,stop_007,busy_9/stop_007/0030.jpg,number/train/9/busy_9__stop_007__0030.png,258,150,57,52
number,train,9,busy_9,stop_007,busy_9/stop_007/0031.jpg,number/train/9/busy_9__stop_007__0031.png,258,150,57,52
number,train,9,busy_9,stop_007,busy_9/stop_007/0032.jpg,number/train/9/busy_9__stop_007__0032.png,258,150,57,52
number,train,9,busy_9,stop_007,busy_9/stop_007/0033.jpg,number/train/9/busy_9__stop_007__0033.png,258,150,57,52
number,train,9,busy_9,stop_007,busy_9/stop_007/0034.jpg,number/train/9/busy_9__stop_007__0034.png,258,150,57,52
number,train,9,busy_9,stop_010,busy_9/stop_010/0045.jpg,number/train/9/busy_9__stop_010__0045.png,258,150,57,52
